項目名,支払日,カテゴリー,金額,備考,決算日,最終更新日時,中間DateBase
映画,2023年8月31日,雑費,￥750,TOHOシネマズ - ＴＯＨＯシネマズ梅田,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
野田パン屋,2023年8月28日,食費,￥450,デビット１　３３７９２６　ＰＥＵ　ＤＥ　Ｐ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年8月28日,食費,￥128,近鉄リテーリング - 成城石井上本町店,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月28日,食費,￥940,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月28日,食費,￥380,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年8月24日,食費,"￥1,030",丸亀製麺 - 野田阪神,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年8月24日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月23日,食費,￥600,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月22日,食費,￥650,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2023年8月21日,雑費,"￥2,978",デビット１　６７９９２５　ＣＨＯＣＯＺＡＰ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月19日,食費,￥670,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年8月19日,食費,￥427,スギ薬局グループ - スギドラッグ野田阪神店,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年8月17日,食費,"￥1,070",丸亀製麺 - 野田阪神,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年8月17日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年8月16日,食費,￥924,海幸 - 海幸,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年8月16日,食費,"￥1,270",中川陽登,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年8月16日,食費,"￥1,000",中川陽登,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年8月16日,食費,"￥1,800",中川陽登,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月9日,食費,"￥1,140",マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月9日,食費,￥600,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月8日,食費,￥320,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月8日,食費,￥770,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
和歌山とれとれ市場,2023年8月7日,食費,￥985,デビット１　８７６９６５　ＴＯＲＥＴＯＲＥ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
和歌山とれとれ市場,2023年8月7日,食費,"￥1,193",デビット１　８７９３４１　ＴＯＲＥＴＯＲＥ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
和歌山黒潮市場,2023年8月7日,食費,"￥1,700",デビット１　９３４８０８　ＫＵＲＯＳＨＩＯ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月7日,食費,"￥1,040",マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年8月7日,食費,"￥1,000",中川陽登,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
和歌山 買い物,2023年8月6日,食費,￥150,とれとれ市場南紀白浜 - 白浜温泉　とれとれの湯,2023年8月31日,2025年3月20日 0:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
和歌山 買い物,2023年8月6日,食費,"￥2,172",とれとれ市場南紀白浜 - とれとれヴィレッジ売店,2023年8月31日,2025年3月20日 0:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年8月5日,食費,￥670,マクドナルドモバイルオーダー,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年8月5日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2023年8月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
3coins買い物,2023年8月3日,雑費,￥715,デビット１　５５９７１６　３ＣＯＩＮＳ　Ｌ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月31日,食費,"￥1,050",マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2023年7月30日,雑費,"￥3,488",デビット１　０３０１１４　ＣＨＯＣＯＺＡＰ,2023年7月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月29日,食費,￥690,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月22日,食費,￥750,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月21日,食費,￥390,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月20日,食費,￥940,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月20日,食費,￥900,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月15日,食費,￥750,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年7月12日,雑費,"￥6,721",Amazon.co.jp,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月8日,食費,￥750,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月1日,食費,￥750,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年7月1日,食費,￥750,マクドナルドモバイルオーダー,2023年7月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月26日,食費,￥770,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月24日,食費,"￥1,000",マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月21日,食費,￥950,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月19日,食費,￥670,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月17日,食費,￥670,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
無印良品,2023年6月16日,食費,￥702,デビット１　１５１１２３　ＫＩＮＴＥＴＳＵ,2023年6月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年6月14日,食費,"￥1,420",I.M MAN.,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月11日,食費,￥630,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月10日,食費,￥760,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月9日,食費,"￥2,090",マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月8日,食費,￥310,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年6月7日,食費,"￥1,100",中川陽登,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月5日,食費,￥470,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年6月5日,食費,"￥4,367",きのこ,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月3日,食費,￥820,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年6月1日,食費,￥670,マクドナルドモバイルオーダー,2023年6月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月29日,食費,￥630,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月29日,食費,￥670,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月27日,食費,￥670,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年5月21日,食費,￥117,ライフ - 太融寺店,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年5月21日,食費,￥734,ライフ - 太融寺店,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月20日,食費,￥670,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
常翔ごはん,2023年5月7日,食費,"￥5,484",デビット１　８０７０４３　ＫＡＮＰＡＭＩＴ,2023年5月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月6日,食費,￥500,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月3日,食費,"￥2,400",マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年5月1日,食費,￥710,マクドナルドモバイルオーダー,2023年5月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ロフト修理,2023年4月30日,雑費,"￥27,280",デビット１　１５８１０３　ＬＯＦＴ,2023年4月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
無印良品,2023年4月30日,食費,￥649,MUJIcom - ekimo梅田,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
映画マリオ,2023年4月28日,雑費,"￥3,000",デビット１　３３９３１４　ＯＳＡＫＡＳＴＡ,2023年4月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月28日,食費,￥730,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月26日,食費,￥670,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月24日,食費,"￥1,450",マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年4月23日,雑費,"￥5,620",Amazon.co.jp,2023年4月30日,2025年3月14日 16:24,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月22日,食費,￥370,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月22日,食費,￥720,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月20日,食費,￥320,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
振込手数料,2023年4月17日,雑費,￥110,手数料,2023年4月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月15日,食費,￥840,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月14日,食費,￥670,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年4月12日,食費,￥770,マクドナルドモバイルオーダー,2023年4月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
